Customer ID,Customer_State,Customer_Zipcode,Customer_Latitude,Customer_Longitude,Tableau_FK
Customer 540,California,93023,34.5893,-119.2129,Blend
Customer 541,California,93030,34.2061,-119.1695,Blend
Customer 542,California,93033,34.1229,-119.0951,Blend
Customer 543,California,93036,34.2401,-119.1717,Blend
Customer 544,California,93041,34.1623,-119.2012,Blend
Customer 545,California,93062,34.2814,-118.7357,Blend
Customer 546,California,93065,34.2629,-118.7715,Blend
Customer 547,California,93101,34.4197,-119.7082,Blend
Customer 548,California,93102,34.4212,-119.6988,Blend
Customer 549,California,93103,34.4356,-119.6841,Blend
Customer 550,California,93105,34.5842,-119.6694,Blend
Customer 551,California,93106,34.4178,-119.8559,Blend
Customer 552,California,93108,34.4447,-119.6067,Blend
Customer 553,California,93110,34.4418,-119.7652,Blend
Customer 554,California,93111,34.4515,-119.8046,Blend
Customer 555,California,93203,35.0872,-118.8006,Blend
Customer 556,California,93215,35.7751,-119.1262,Blend
Customer 557,California,93230,36.2804,-119.6257,Blend
Customer 558,California,93245,36.2796,-119.8461,Blend
Customer 559,California,93247,36.2169,-119.0589,Blend
Customer 560,California,93257,35.9906,-118.8842,Blend
Customer 561,California,93268,35.2043,-119.4073,Blend
Customer 562,California,93270,35.9147,-119.0367,Blend
Customer 563,California,93274,36.1803,-119.3677,Blend
Customer 564,California,93277,36.2984,-119.3802,Blend
Customer 565,California,93291,36.387,-119.3744,Blend
Customer 566,California,93301,35.384,-119.0212,Blend
Customer 567,California,93303,35.3753,-119.0215,Blend
Customer 568,California,93304,35.3396,-119.0238,Blend
Customer 569,California,93305,35.3896,-118.9854,Blend
Customer 570,California,93306,35.468,-118.78,Blend
Customer 571,California,93308,35.5825,-118.9304,Blend
Customer 572,California,93309,35.3431,-119.0649,Blend
Customer 573,California,93311,35.1119,-119.1942,Blend
Customer 574,California,93312,35.3921,-119.1335,Blend
Customer 575,California,93401,35.2315,-120.6133,Blend
Customer 576,California,93402,35.2839,-120.8345,Blend
Customer 577,California,93405,35.2776,-120.7401,Blend
Customer 578,California,93407,35.2961,-120.653,Blend
Customer 579,California,93410,35.2607,-120.6792,Blend
Customer 580,California,93420,35.1546,-120.436,Blend
Customer 581,California,93422,35.4611,-120.6939,Blend
Customer 582,California,93423,35.4647,-120.6476,Blend
Customer 583,California,93428,35.6279,-121.0518,Blend
Customer 584,California,93434,34.9591,-120.5989,Blend
Customer 585,California,93436,34.5916,-120.4396,Blend
Customer 586,California,93443,35.3669,-120.8477,Blend
Customer 587,California,93446,35.6556,-120.7023,Blend
Customer 588,California,93449,35.1587,-120.652,Blend
Customer 589,California,93454,34.9596,-120.1776,Blend
Customer 590,California,93463,34.6149,-120.1428,Blend
Customer 591,California,93465,35.5477,-120.7532,Blend
Customer 592,California,93514,37.4264,-118.2648,Blend
Customer 593,California,93534,34.745,-118.1423,Blend
Customer 594,California,93550,34.4359,-118.072,Blend
Customer 595,California,93551,34.5986,-118.2209,Blend
Customer 596,California,93561,35.128,-118.5005,Blend
Customer 597,California,93611,36.8257,-119.6819,Blend
Customer 598,California,93612,36.8153,-119.7112,Blend
Customer 599,California,93618,36.5209,-119.3866,Blend
Customer 600,California,93635,36.9748,-120.9353,Blend
Customer 601,California,93636,36.9815,-119.8744,Blend
Customer 602,California,93637,36.9067,-120.1887,Blend
Customer 603,California,93638,37.0548,-120.0263,Blend
Customer 604,California,93644,37.4132,-119.6095,Blend
Customer 605,California,93654,36.6628,-119.3986,Blend
Customer 606,California,93662,36.5431,-119.6431,Blend
Customer 607,California,93701,36.7496,-119.7881,Blend
Customer 608,California,93702,36.7395,-119.7541,Blend
Customer 609,California,93703,36.7688,-119.7616,Blend
Customer 610,California,93704,36.7991,-119.8014,Blend
Customer 611,California,93710,36.8226,-119.7604,Blend
Customer 612,California,93711,36.8345,-119.8321,Blend
Customer 613,California,93715,36.7361,-119.787,Blend
Customer 614,California,93720,36.8615,-119.7653,Blend
Customer 615,California,93721,36.7325,-119.7836,Blend
Customer 616,California,93722,36.8011,-119.8778,Blend
Customer 617,California,93726,36.7934,-119.761,Blend
Customer 618,California,93727,36.7517,-119.6976,Blend
Customer 619,California,93728,36.7573,-119.8183,Blend
Customer 620,California,93901,36.6506,-121.6396,Blend
Customer 621,California,93906,36.7236,-121.6325,Blend
Customer 622,California,93920,36.1918,-121.6638,Blend
Customer 623,California,93921,36.5569,-121.9227,Blend
Customer 624,California,93940,36.5801,-121.8465,Blend
Customer 625,California,93942,36.5958,-121.8954,Blend
Customer 626,California,93950,36.6178,-121.9262,Blend
Customer 627,California,94002,37.5137,-122.2997,Blend
Customer 628,California,94005,37.6864,-122.4073,Blend
Customer 629,California,94010,37.5631,-122.3766,Blend
Customer 630,California,94015,37.6811,-122.4811,Blend
Customer 631,California,94019,37.4681,-122.4143,Blend
Customer 632,California,94022,37.3598,-122.1554,Blend
Customer 633,California,94024,37.3471,-122.0997,Blend
Customer 634,California,94025,37.4499,-122.1764,Blend
Customer 635,California,94027,37.4525,-122.2045,Blend
Customer 636,California,94030,37.6024,-122.3995,Blend
Customer 637,California,94035,37.4119,-122.0584,Blend
Customer 638,California,94039,37.3933,-122.0779,Blend
Customer 639,California,94040,37.3804,-122.0856,Blend
Customer 640,California,94041,37.3882,-122.0753,Blend
Customer 641,California,94042,37.3933,-122.0779,Blend
Customer 642,California,94062,37.4161,-122.2962,Blend
Customer 643,California,94063,37.5017,-122.2104,Blend
Customer 644,California,94066,37.6145,-122.4387,Blend
Customer 645,California,94070,37.4971,-122.2698,Blend
Customer 646,California,94080,37.655,-122.4234,Blend
Customer 647,California,94085,37.3882,-122.0165,Blend
Customer 648,California,94086,37.3713,-122.0242,Blend
Customer 649,California,94087,37.3512,-122.0368,Blend
Customer 650,California,94088,37.4117,-122.0176,Blend
Customer 651,California,94089,37.4265,-122.0191,Blend
Customer 652,California,94102,37.7796,-122.4194,Blend
Customer 653,California,94103,37.7729,-122.4111,Blend
Customer 654,California,94104,37.7914,-122.402,Blend
Customer 655,California,94105,37.7892,-122.3938,Blend
Customer 656,California,94107,37.7648,-122.3942,Blend
Customer 657,California,94108,37.7916,-122.4082,Blend
Customer 658,California,94109,37.7936,-122.4214,Blend
Customer 659,California,94110,37.7497,-122.4153,Blend
Customer 660,California,94111,37.7989,-122.4002,Blend
Customer 661,California,94112,37.7205,-122.4428,Blend
Customer 662,California,94114,37.758,-122.4362,Blend
Customer 663,California,94115,37.7859,-122.4375,Blend
Customer 664,California,94116,37.7441,-122.4856,Blend
Customer 665,California,94117,37.7699,-122.4447,Blend
Customer 666,California,94118,37.7806,-122.4626,Blend
Customer 667,California,94119,37.7922,-122.3919,Blend
Customer 668,California,94120,37.7399,-122.3828,Blend
Customer 669,California,94121,37.7779,-122.4952,Blend
Customer 670,California,94122,37.76,-122.4858,Blend
Customer 671,California,94123,37.8011,-122.4398,Blend
Customer 672,California,94127,37.7359,-122.4593,Blend
Customer 673,California,94129,37.7977,-122.4681,Blend
Customer 674,California,94131,37.7451,-122.4422,Blend
Customer 675,California,94132,37.7219,-122.4868,Blend
Customer 676,California,94133,37.804,-122.4116,Blend
Customer 677,California,94134,37.7188,-122.4113,Blend
Customer 678,California,94141,37.775,-122.4183,Blend
Customer 679,California,94142,37.7817,-122.4155,Blend
Customer 680,California,94143,37.7399,-122.3828,Blend
Customer 681,California,94158,37.7709,-122.3909,Blend
Customer 682,California,94301,37.4435,-122.1519,Blend
Customer 683,California,94303,37.4522,-122.1224,Blend
Customer 684,California,94304,37.4024,-122.1506,Blend
Customer 685,California,94305,37.4168,-122.1733,Blend
Customer 686,California,94306,37.4162,-122.1308,Blend
Customer 687,California,94308,37.381144,-71.013202,Blend
Customer 688,California,94401,37.5745,-122.3198,Blend
Customer 689,California,94402,37.5159,-122.3303,Blend
Customer 690,California,94403,37.5393,-122.304,Blend
Customer 691,California,94501,37.7753,-122.2763,Blend
Customer 692,California,94509,37.9896,-121.8202,Blend
Customer 693,California,94513,37.9176,-121.6979,Blend
Customer 694,California,94517,37.8891,-121.8719,Blend
Customer 695,California,94520,38.0089,-122.0361,Blend
Customer 696,California,94523,37.9544,-122.0764,Blend
Customer 697,California,94526,37.8144,-121.9873,Blend
Customer 698,California,94531,37.9612,-121.7857,Blend
Customer 699,California,94533,38.2803,-122.0133,Blend
Customer 700,California,94534,38.2409,-122.1198,Blend
Customer 701,California,94535,38.2726,-121.9449,Blend
Customer 702,California,94536,37.5748,-121.9742,Blend
Customer 703,California,94538,37.5032,-121.9711,Blend
Customer 704,California,94539,37.5113,-121.9049,Blend
Customer 705,California,94541,37.6739,-122.0858,Blend
Customer 706,California,94544,37.6331,-122.0589,Blend
Customer 707,California,94545,37.6236,-122.1212,Blend
Customer 708,California,94546,37.7111,-122.0893,Blend
Customer 709,California,94549,37.8999,-122.122,Blend
Customer 710,California,94550,37.2805,-121.6312,Blend
Customer 711,California,94553,37.9847,-122.1542,Blend
Customer 712,California,94558,38.3919,-122.2795,Blend
Customer 713,California,94559,38.2402,-122.3177,Blend
Customer 714,California,94560,37.5145,-122.0486,Blend
Customer 715,California,94563,37.8788,-122.1892,Blend
Customer 716,California,94564,37.9782,-122.2609,Blend
Customer 717,California,94565,38.0092,-121.922,Blend
Customer 718,California,94566,37.6557,-121.8553,Blend
Customer 719,California,94569,38.0453,-122.1858,Blend
Customer 720,California,94574,38.545,-122.388,Blend
Customer 721,California,94576,38.5576,-122.4741,Blend
Customer 722,California,94577,37.7158,-122.1644,Blend
Customer 723,California,94578,37.7053,-122.1257,Blend
Customer 724,California,94583,37.7686,-121.9914,Blend
Customer 725,California,94586,37.5458,-121.813,Blend
Customer 726,California,94587,37.6025,-122.0369,Blend
Customer 727,California,94588,37.6783,-121.9145,Blend
Customer 728,California,94589,38.1426,-122.2497,Blend
Customer 729,California,94590,38.1065,-122.2503,Blend
Customer 730,California,94592,38.1242,-122.3128,Blend
Customer 731,California,94595,37.8704,-122.069,Blend
Customer 732,California,94596,37.889,-122.0409,Blend
Customer 733,California,94598,37.8943,-121.9753,Blend
Customer 734,California,94601,37.7768,-122.2179,Blend
Customer 735,California,94602,37.8044,-122.2046,Blend
Customer 736,California,94604,37.8013,-122.2657,Blend
Customer 737,California,94605,37.7601,-122.1479,Blend
Customer 738,California,94606,37.7924,-122.2448,Blend
Customer 739,California,94607,37.8085,-122.2978,Blend
Customer 740,California,94608,37.8354,-122.2849,Blend
Customer 741,California,94609,37.8344,-122.2643,Blend
Customer 742,California,94610,37.8118,-122.2414,Blend
Customer 743,California,94611,37.8297,-122.2147,Blend
Customer 744,California,94612,37.8089,-122.2688,Blend
Customer 745,California,94618,37.8438,-122.2383,Blend
Customer 746,California,94619,37.7806,-122.1406,Blend
Customer 747,California,94626,37.819314,-71.013202,Blend
Customer 748,California,94627,37.680181,-71.013202,Blend
Customer 749,California,94704,37.8687,-122.2535,Blend
Customer 750,California,94705,37.8612,-122.2385,Blend
Customer 751,California,94706,37.89,-122.2969,Blend
Customer 752,California,94707,37.8985,-122.2791,Blend
Customer 753,California,94709,37.8782,-122.2617,Blend
Customer 754,California,94720,37.867,-122.2458,Blend
Customer 755,California,94803,37.9565,-122.2805,Blend
Customer 756,California,94804,37.9211,-122.3434,Blend
Customer 757,California,94805,37.9434,-122.3181,Blend
Customer 758,California,94806,37.9803,-122.3383,Blend
Customer 759,California,94901,37.9782,-122.504,Blend
Customer 760,California,94903,38.0235,-122.5471,Blend
Customer 761,California,94904,37.9434,-122.5546,Blend
Customer 762,California,94920,37.8877,-122.4658,Blend
Customer 763,California,94925,37.9226,-122.5141,Blend
Customer 764,California,94928,38.3484,-122.6961,Blend
Customer 765,California,94930,37.9766,-122.6319,Blend
Customer 766,California,94939,37.9382,-122.5273,Blend
Customer 767,California,94940,38.2125,-122.852,Blend
Customer 768,California,94941,37.8917,-122.5547,Blend
Customer 769,California,94942,37.9022,-122.5245,Blend
Customer 770,California,94945,38.1209,-122.5479,Blend
Customer 771,California,94947,38.1402,-122.6833,Blend
Customer 772,California,94952,38.2622,-122.7391,Blend
Customer 773,California,94954,38.2326,-122.5599,Blend
Customer 774,California,94957,37.971,-122.5499,Blend
Customer 775,California,94965,37.8498,-122.5111,Blend
Customer 776,California,95003,37.0076,-121.8814,Blend
Customer 777,California,95008,37.2799,-121.9545,Blend
Customer 778,California,95014,37.3112,-122.0769,Blend
Customer 779,California,95015,37.3228,-122.0534,Blend
Customer 780,California,95019,36.9361,-121.7764,Blend
Customer 781,California,95020,37.05,-121.5231,Blend
Customer 782,California,95023,36.8947,-121.3197,Blend
Customer 783,California,95030,37.2228,-121.9793,Blend
Customer 784,California,95032,37.2177,-121.9269,Blend
Customer 785,California,95035,37.4528,-121.8053,Blend
Customer 786,California,95037,37.1438,-121.6754,Blend
Customer 787,California,95051,37.349,-121.9843,Blend
Customer 788,California,95060,37.0189,-122.1109,Blend
Customer 789,California,95062,36.9729,-121.9896,Blend
Customer 790,California,95063,36.9817,-122.0066,Blend
Customer 791,California,95064,36.9944,-122.0594,Blend
Customer 792,California,95065,37.0303,-121.9874,Blend
Customer 793,California,95066,37.0725,-122.0122,Blend
Customer 794,California,95070,37.258,-122.0588,Blend
Customer 795,California,95073,37.0333,-121.9434,Blend
Customer 796,California,95075,36.7649,-121.2666,Blend
Customer 797,California,95076,36.9528,-121.7546,Blend
Customer 798,California,95112,37.348,-121.8867,Blend
Customer 799,California,95115,37.3377,-121.8917,Blend
Customer 800,California,95116,37.3508,-121.8524,Blend
Customer 801,California,95117,37.3069,-121.963,Blend
Customer 802,California,95118,37.256,-121.8897,Blend
Customer 803,California,95119,37.2268,-121.7837,Blend
Customer 804,California,95123,37.2424,-121.833,Blend
Customer 805,California,95124,37.2568,-121.9227,Blend
Customer 806,California,95126,37.327,-121.9166,Blend
Customer 807,California,95127,37.3641,-121.7802,Blend
Customer 808,California,95128,37.3164,-121.9369,Blend
Customer 809,California,95129,37.306,-122,Blend
Customer 810,California,95132,37.4176,-121.7996,Blend
Customer 811,California,95134,37.4275,-121.9459,Blend
Customer 812,California,95161,37.3886,-121.8872,Blend
Customer 813,California,95192,37.3331,-121.8796,Blend
Customer 814,California,95201,37.9549,-121.2885,Blend
Customer 815,California,95202,37.9593,-121.2874,Blend
Customer 816,California,95203,37.9513,-121.3293,Blend
Customer 817,California,95204,37.9738,-121.319,Blend
Customer 818,California,95206,37.8925,-121.3983,Blend
Customer 819,California,95207,38.0022,-121.3252,Blend
Customer 820,California,95209,38.0489,-121.3491,Blend
Customer 821,California,95210,38.0292,-121.2992,Blend
Customer 822,California,95231,37.8762,-121.2928,Blend
Customer 823,California,95240,38.1285,-121.1338,Blend
Customer 824,California,95242,38.1432,-121.4205,Blend
Customer 825,California,95250,38.256839,-71.013202,Blend
Customer 826,California,95301,37.2982,-120.6425,Blend
Customer 827,California,95307,37.5544,-120.955,Blend
Customer 828,California,95317,37.1339,-120.5364,Blend
Customer 829,California,95325,37.4853,-120.2542,Blend
Customer 830,California,95336,37.8304,-121.199,Blend
Customer 831,California,95337,37.7421,-121.2405,Blend
Customer 832,California,95338,37.5219,-119.9189,Blend
Customer 833,California,95340,37.3884,-120.3996,Blend
Customer 834,California,95348,37.3595,-120.514,Blend
Customer 835,California,95350,37.6717,-121.0074,Blend
Customer 836,California,95353,37.6553,-121.0166,Blend
Customer 837,California,95354,37.6375,-120.965,Blend
Customer 838,California,95355,37.6719,-120.947,Blend
Customer 839,California,95356,37.7199,-121.0255,Blend
Customer 840,California,95361,37.7881,-120.7674,Blend
Customer 841,California,95363,37.4081,-121.2274,Blend
Customer 842,California,95366,37.7615,-121.1241,Blend
Customer 843,California,95370,37.9839,-120.3495,Blend
Customer 844,California,95376,37.7364,-121.4336,Blend
Customer 845,California,95380,37.4732,-120.8674,Blend
Customer 846,California,95381,37.4971,-120.8426,Blend
Customer 847,California,95382,37.5299,-120.8543,Blend
Customer 848,California,95401,38.4503,-122.7953,Blend
Customer 849,California,95403,38.5009,-122.7501,Blend
Customer 850,California,95404,38.3793,-122.6428,Blend
Customer 851,California,95405,38.4389,-122.6683,Blend
Customer 852,California,95407,38.3935,-122.7469,Blend
Customer 853,California,95409,38.4629,-122.6022,Blend
Customer 854,California,95422,38.973,-122.6264,Blend
Customer 855,California,95425,38.8017,-122.9538,Blend
Customer 856,California,95431,38.3488,-122.5097,Blend
Customer 857,California,95437,39.4529,-123.6923,Blend
Customer 858,California,95445,38.8272,-123.5204,Blend
Customer 859,California,95446,38.5268,-123.0057,Blend
Customer 860,California,95448,38.6225,-122.8892,Blend
Customer 861,California,95453,39.0538,-122.9557,Blend
Customer 862,California,95465,38.4107,-122.9994,Blend
Customer 863,California,95472,38.3941,-122.8633,Blend
Customer 864,California,95476,38.2509,-122.4515,Blend
Customer 865,California,95482,39.1443,-123.2606,Blend
Customer 866,California,95485,39.2443,-122.8744,Blend
Customer 867,California,95490,39.4984,-123.3598,Blend
Customer 868,California,95494,38.8829,-123.3334,Blend
Customer 869,California,95501,40.7975,-124.1465,Blend
Customer 870,California,95503,40.7218,-124.1025,Blend
Customer 871,California,95519,40.9594,-124.0266,Blend
Customer 872,California,95521,40.8562,-124.0475,Blend
Customer 873,California,95531,41.7251,-123.9357,Blend
Customer 874,California,95540,40.5854,-124.0911,Blend
Customer 875,California,95602,38.9901,-121.1078,Blend
Customer 876,California,95603,38.9133,-121.0847,Blend
Customer 877,California,95605,38.5928,-121.5409,Blend
Customer 878,California,95608,38.6257,-121.3288,Blend
Customer 879,California,95610,38.695,-121.2719,Blend
Customer 880,California,95616,38.5691,-121.8034,Blend
Customer 881,California,95621,38.6959,-121.3084,Blend
Customer 882,California,95628,38.6529,-121.2537,Blend
Customer 883,California,95630,38.6722,-121.1456,Blend
Customer 884,California,95642,38.3438,-120.76,Blend
Customer 885,California,95648,38.9246,-121.3145,Blend
Customer 886,California,95650,38.8123,-121.1666,Blend
Customer 887,California,95655,38.5516,-121.2856,Blend
Customer 888,California,95661,38.7409,-121.2491,Blend
Customer 889,California,95662,38.6902,-121.2208,Blend
Customer 890,California,95667,38.735,-120.7844,Blend
Customer 891,California,95670,38.6051,-121.2783,Blend
Customer 892,California,95678,38.7624,-121.2863,Blend
Customer 893,California,95682,38.6041,-120.9558,Blend
Customer 894,California,95687,38.3314,-121.9117,Blend
Customer 895,California,95688,38.4204,-122.0256,Blend
Customer 896,California,95691,38.5751,-121.5841,Blend
Customer 897,California,95695,38.6936,-121.8753,Blend
Customer 898,California,95746,38.7488,-121.1695,Blend
Customer 899,California,95747,38.7774,-121.3661,Blend
Customer 900,California,95758,38.4262,-121.4491,Blend
Customer 901,California,95762,38.6831,-121.0599,Blend
Customer 902,California,95811,38.5692,-121.4908,Blend
Customer 903,California,95814,38.5818,-121.4959,Blend
Customer 904,California,95815,38.606,-121.446,Blend
Customer 905,California,95816,38.5745,-121.4655,Blend
Customer 906,California,95817,38.5505,-121.4572,Blend
Customer 907,California,95818,38.5563,-121.4966,Blend
Customer 908,California,95819,38.569,-121.4392,Blend
Customer 909,California,95820,38.5349,-121.4443,Blend
Customer 910,California,95821,38.6248,-121.3834,Blend
Customer 911,California,95822,38.5131,-121.4956,Blend
Customer 912,California,95823,38.4765,-121.4426,Blend
Customer 913,California,95825,38.5891,-121.4074,Blend
Customer 914,California,95831,38.4959,-121.5296,Blend
Customer 915,California,95834,38.6433,-121.5214,Blend
Customer 916,California,95841,38.6608,-121.3471,Blend
Customer 917,California,95842,38.6867,-121.3491,Blend
Customer 918,California,95864,38.5853,-121.3769,Blend
Customer 919,California,95901,39.2258,-121.4932,Blend
Customer 920,California,95926,39.7531,-121.8299,Blend
Customer 921,California,95929,39.7316,-121.8417,Blend
Customer 922,California,95945,39.1939,-120.9772,Blend
Customer 923,California,95963,39.7369,-122.4166,Blend
Customer 924,California,95965,39.6191,-121.6005,Blend
Customer 925,California,95966,39.5153,-121.3763,Blend
Customer 926,California,95967,39.772,-121.5962,Blend
Customer 927,California,95969,39.7264,-121.6317,Blend
Customer 928,California,95971,39.8929,-121.0345,Blend
Customer 929,California,95973,39.9211,-121.8484,Blend
Customer 930,California,95991,39.0166,-121.6176,Blend
Customer 931,California,96001,40.5907,-122.4945,Blend
Customer 932,California,96002,40.5289,-122.3236,Blend
Customer 933,California,96021,39.9152,-122.2917,Blend
Customer 934,California,96049,40.5733,-122.3531,Blend
Customer 935,California,96080,40.1181,-122.4562,Blend
Customer 936,California,96097,41.7615,-122.6722,Blend
Customer 937,California,96130,40.6202,-120.7338,Blend
Customer 938,California,96150,38.8861,-120.0323,Blend
Customer 939,California,96201,37.903,-122.3193,Blend
Customer 940,California,98405,47.2461,-122.4718,Blend
Customer 941,California,98532,46.6434,-123.0817,Blend
Customer 942,California,98904,46.5707,-120.5082,Blend
Customer 943,California,99143,46.7268,-117.925,Blend
Customer 944,California,99668,61.7022,-157.1692,Blend
Customer 945,California,93428,35.6279,-121.0518,Blend
Customer 946,California,93434,34.9591,-120.5989,Blend
Customer 947,California,93436,34.5916,-120.4396,Blend
Customer 948,California,93443,35.3669,-120.8477,Blend
Customer 949,California,93446,35.6556,-120.7023,Blend
Customer 950,California,93449,35.1587,-120.652,Blend
Customer 951,California,93454,34.9596,-120.1776,Blend
Customer 952,California,93463,34.6149,-120.1428,Blend
Customer 953,California,93465,35.5477,-120.7532,Blend
Customer 954,California,93514,37.4264,-118.2648,Blend
Customer 955,California,93534,34.745,-118.1423,Blend
Customer 956,California,93550,34.4359,-118.072,Blend
Customer 957,California,93551,34.5986,-118.2209,Blend
Customer 958,California,93561,35.128,-118.5005,Blend
Customer 959,California,93611,36.8257,-119.6819,Blend
Customer 960,California,93612,36.8153,-119.7112,Blend
Customer 961,California,93618,36.5209,-119.3866,Blend
Customer 962,California,93635,36.9748,-120.9353,Blend
Customer 963,California,93636,36.9815,-119.8744,Blend
Customer 964,California,93637,36.9067,-120.1887,Blend
Customer 965,California,93638,37.0548,-120.0263,Blend
Customer 966,California,93644,37.4132,-119.6095,Blend
Customer 967,California,93654,36.6628,-119.3986,Blend
Customer 968,California,93662,36.5431,-119.6431,Blend
Customer 969,California,93701,36.7496,-119.7881,Blend
Customer 970,California,93702,36.7395,-119.7541,Blend
Customer 971,California,93703,36.7688,-119.7616,Blend
Customer 972,California,93704,36.7991,-119.8014,Blend
Customer 973,California,93710,36.8226,-119.7604,Blend
Customer 974,California,93711,36.8345,-119.8321,Blend
Customer 975,California,93715,36.7361,-119.787,Blend
Customer 976,California,93720,36.8615,-119.7653,Blend
Customer 977,California,93721,36.7325,-119.7836,Blend
Customer 978,California,93722,36.8011,-119.8778,Blend
Customer 979,California,93726,36.7934,-119.761,Blend
Customer 980,California,93727,36.7517,-119.6976,Blend
Customer 981,California,93728,36.7573,-119.8183,Blend
Customer 982,California,93901,36.6506,-121.6396,Blend
Customer 983,California,93906,36.7236,-121.6325,Blend
Customer 984,California,93920,36.1918,-121.6638,Blend
Customer 985,California,93921,36.5569,-121.9227,Blend
Customer 986,California,93940,36.5801,-121.8465,Blend
Customer 987,California,93942,36.5958,-121.8954,Blend
Customer 988,California,93950,36.6178,-121.9262,Blend
Customer 989,California,94002,37.5137,-122.2997,Blend
Customer 990,California,94005,37.6864,-122.4073,Blend
Customer 991,California,94010,37.5631,-122.3766,Blend
Customer 992,California,94015,37.6811,-122.4811,Blend
Customer 993,California,94019,37.4681,-122.4143,Blend
Customer 994,California,94022,37.3598,-122.1554,Blend
Customer 995,California,94024,37.3471,-122.0997,Blend
Customer 996,California,94025,37.4499,-122.1764,Blend
Customer 997,California,94027,37.4525,-122.2045,Blend
Customer 998,California,94030,37.6024,-122.3995,Blend
Customer 999,California,94035,37.4119,-122.0584,Blend
Customer 1000,California,94039,37.3933,-122.0779,Blend
Customer 1001,California,94040,37.3804,-122.0856,Blend
Customer 1002,California,94041,37.3882,-122.0753,Blend
Customer 1003,California,94042,37.3933,-122.0779,Blend
Customer 1004,California,94062,37.4161,-122.2962,Blend
Customer 1005,California,94063,37.5017,-122.2104,Blend
Customer 1006,California,94066,37.6145,-122.4387,Blend
Customer 1007,California,94070,37.4971,-122.2698,Blend
Customer 1008,California,94080,37.655,-122.4234,Blend
Customer 1009,California,94085,37.3882,-122.0165,Blend
Customer 1010,California,94086,37.3713,-122.0242,Blend
Customer 1011,California,94087,37.3512,-122.0368,Blend
Customer 1012,California,94088,37.4117,-122.0176,Blend
Customer 1013,California,94089,37.4265,-122.0191,Blend
Customer 1014,California,94102,37.7796,-122.4194,Blend
Customer 1015,California,94103,37.7729,-122.4111,Blend
Customer 1016,California,93428,35.6279,-121.0518,Blend
Customer 1017,California,93434,34.9591,-120.5989,Blend
Customer 1018,California,93436,34.5916,-120.4396,Blend
Customer 1019,California,93443,35.3669,-120.8477,Blend
Customer 1020,California,93446,35.6556,-120.7023,Blend
Customer 1021,California,93449,35.1587,-120.652,Blend
Customer 1022,California,93454,34.9596,-120.1776,Blend
Customer 1023,California,93463,34.6149,-120.1428,Blend
Customer 1024,California,93465,35.5477,-120.7532,Blend
Customer 1025,California,93514,37.4264,-118.2648,Blend
Customer 1026,California,93534,34.745,-118.1423,Blend
Customer 1027,California,93550,34.4359,-118.072,Blend
Customer 1028,California,93551,34.5986,-118.2209,Blend
Customer 1029,California,93561,35.128,-118.5005,Blend
Customer 1030,California,93611,36.8257,-119.6819,Blend
Customer 1031,California,93612,36.8153,-119.7112,Blend
Customer 1032,California,93618,36.5209,-119.3866,Blend
Customer 1033,California,93635,36.9748,-120.9353,Blend
Customer 1034,California,93636,36.9815,-119.8744,Blend
Customer 1035,California,93637,36.9067,-120.1887,Blend
Customer 1036,California,93638,37.0548,-120.0263,Blend
Customer 1037,California,93644,37.4132,-119.6095,Blend
Customer 1038,California,93654,36.6628,-119.3986,Blend
Customer 1039,California,93662,36.5431,-119.6431,Blend
Customer 1040,California,93701,36.7496,-119.7881,Blend
Customer 1041,California,93702,36.7395,-119.7541,Blend
Customer 1042,California,93703,36.7688,-119.7616,Blend
Customer 1043,California,93704,36.7991,-119.8014,Blend
Customer 1044,California,93710,36.8226,-119.7604,Blend
Customer 1045,California,93711,36.8345,-119.8321,Blend
Customer 1046,California,93715,36.7361,-119.787,Blend
Customer 1047,California,93720,36.8615,-119.7653,Blend
Customer 1048,California,93721,36.7325,-119.7836,Blend
Customer 1049,California,93722,36.8011,-119.8778,Blend
Customer 1050,California,93726,36.7934,-119.761,Blend
Customer 1051,California,93727,36.7517,-119.6976,Blend
Customer 1052,California,93728,36.7573,-119.8183,Blend
Customer 1053,California,93901,36.6506,-121.6396,Blend
Customer 1054,California,93906,36.7236,-121.6325,Blend
Customer 1055,California,93920,36.1918,-121.6638,Blend
Customer 1056,California,93921,36.5569,-121.9227,Blend
Customer 1057,California,93940,36.5801,-121.8465,Blend
Customer 1058,California,93942,36.5958,-121.8954,Blend
Customer 1059,California,93950,36.6178,-121.9262,Blend
Customer 1060,California,94002,37.5137,-122.2997,Blend
Customer 1061,California,94005,37.6864,-122.4073,Blend
Customer 1062,California,94010,37.5631,-122.3766,Blend
Customer 1063,California,94015,37.6811,-122.4811,Blend
Customer 1064,California,94019,37.4681,-122.4143,Blend
Customer 1065,California,94022,37.3598,-122.1554,Blend
Customer 1066,California,94024,37.3471,-122.0997,Blend
Customer 1067,California,94025,37.4499,-122.1764,Blend
Customer 1068,California,94027,37.4525,-122.2045,Blend
Customer 1069,California,94030,37.6024,-122.3995,Blend
Customer 1070,California,94035,37.4119,-122.0584,Blend
Customer 1071,California,94039,37.3933,-122.0779,Blend
Customer 1072,California,94040,37.3804,-122.0856,Blend
Customer 1073,California,94041,37.3882,-122.0753,Blend
Customer 1074,California,94042,37.3933,-122.0779,Blend
Customer 1075,California,94062,37.4161,-122.2962,Blend
